road_corridor,slope_deg,elevation_m,rainfall_1h_mm,rainfall_24h_mm,rainfall_72h_mm,soil_clay_percent,distance_to_river_m,vegetation_ndvi,historical_incidents,road_quality,p_landslide_true,landslide_occurred,p_flood_true,flood_occurred,inundation_depth_cm,risk_multiplier
NH-27 (East-West Corridor),2.6,122.5,44.7,212.4,662.0,24.5,225.3,0.875,4,4,0.3411,0,0.8098,1,126.9,3.38
Guwahati-Jalukbari-Khanapara Urban,3.4,211.1,25.8,146.9,324.8,48.6,316.1,0.485,3,4,0.3729,0,0.5146,1,71.9,3.02
NH-15 (North Bank Brahmaputra),2.8,88.0,2.5,4.3,4.7,42.8,282.1,0.764,4,4,0.0193,0,0.4132,0,0.0,1.6
Guwahati-Jalukbari-Khanapara Urban,8.2,138.1,3.5,7.9,14.8,33.2,33.6,0.586,1,2,0.0182,0,0.3595,0,0.0,1.85
NH-37 (Silchar-Imphal),14.5,129.4,22.4,128.7,389.8,16.2,354.3,0.88,5,1,0.4601,1,0.6849,0,0.0,3.29
NH-27 (East-West Corridor),3.4,168.0,21.2,124.6,349.9,25.6,636.2,0.748,3,3,0.3418,0,0.3652,1,40.7,2.72
NH-37 (Silchar-Imphal),3.2,56.9,0.7,1.9,2.3,44.2,80.0,0.518,3,3,0.0199,0,0.7294,1,75.2,2.63
Guwahati-Jalukbari-Khanapara Urban,11.9,78.9,36.5,267.8,632.8,35.5,335.8,0.407,3,4,0.4073,1,0.9078,1,158.6,3.62
NH-15 (North Bank Brahmaputra),4.4,82.5,1.3,3.5,6.2,32.4,335.2,0.08,3,3,0.0227,0,0.4137,1,42.2,2.08
NH-15 (North Bank Brahmaputra),2.7,174.2,5.4,75.2,227.2,27.5,82.8,0.671,4,5,0.3135,1,0.3431,1,46.3,2.38
NH-15 (North Bank Brahmaputra),3.8,78.1,33.2,179.7,602.9,39.3,66.1,0.732,2,1,0.3572,1,0.9686,1,144.5,4.02
NH-10 (Siliguri-Gangtok),16.7,145.4,0.5,1.4,2.1,53.7,1390.1,0.684,2,3,0.0263,0,0.0475,0,0.0,1.4
NH-27 (East-West Corridor),15.0,82.7,22.0,176.9,422.8,51.0,195.1,0.126,4,3,0.5169,0,0.9357,1,92.3,4.04
NH-37 (Silchar-Imphal),7.0,195.8,0.1,0.2,0.3,16.2,110.3,0.324,2,2,0.0189,0,0.1636,0,0.0,1.65
NH-06 (Guwahati-Shillong),12.1,209.9,1.6,4.4,8.0,34.2,85.8,0.637,3,3,0.0224,0,0.1733,0,0.0,1.52
NH-15 (North Bank Brahmaputra),10.1,135.7,0.4,1.0,1.1,28.2,405.5,0.871,4,1,0.0224,0,0.1378,0,0.0,1.79
NH-15 (North Bank Brahmaputra),12.5,106.7,0.0,0.0,0.0,35.4,349.1,0.54,3,4,0.0217,1,0.255,0,0.0,1.45
NH-10 (Siliguri-Gangtok),12.6,86.0,4.1,5.8,9.3,39.2,381.0,0.746,4,1,0.0274,0,0.4018,1,37.2,2.34
NH-37 (Silchar-Imphal),11.7,53.7,55.2,316.4,750.0,23.0,52.2,0.364,1,4,0.3501,0,0.9755,1,149.5,3.56
NH-27 (East-West Corridor),5.5,92.0,35.3,213.7,474.8,46.3,804.0,0.587,3,1,0.4038,0,0.8009,1,123.1,3.96
NH-06 (Guwahati-Shillong),1.7,159.5,2.2,3.4,5.9,34.0,192.6,0.501,6,3,0.0234,0,0.1537,0,0.0,1.5
NH-10 (Siliguri-Gangtok),8.7,138.4,40.4,290.2,750.0,54.7,151.6,0.764,3,2,0.3983,0,0.8175,1,119.3,3.81
Guwahati-Jalukbari-Khanapara Urban,16.1,210.2,2.4,53.3,159.7,16.0,237.2,0.453,2,2,0.2403,0,0.1476,0,0.0,2.12
NH-37 (Silchar-Imphal),10.7,114.3,52.4,380.0,750.0,22.6,193.0,0.852,2,4,0.3268,0,0.857,1,120.8,3.39
NH-10 (Siliguri-Gangtok),15.2,166.4,23.5,158.8,552.6,42.6,717.2,0.495,2,4,0.4171,0,0.3929,1,45.2,2.8
Guwahati-Jalukbari-Khanapara Urban,17.9,130.6,0.6,0.7,1.2,42.8,947.1,0.357,2,4,0.029,0,0.0713,0,0.0,1.28
NH-15 (North Bank Brahmaputra),3.8,134.7,1.0,2.5,3.7,38.3,146.6,0.363,3,3,0.0207,0,0.2503,0,0.0,1.59
NH-27 (East-West Corridor),12.8,91.9,14.6,110.1,291.1,53.9,718.1,0.438,1,5,0.3666,0,0.6536,0,0.0,2.45
NH-15 (North Bank Brahmaputra),12.5,124.6,2.9,5.9,10.0,31.6,552.4,0.617,1,2,0.0197,0,0.134,0,0.0,1.63
NH-27 (East-West Corridor),17.7,127.4,5.0,12.6,20.5,31.7,954.8,0.44,4,2,0.0395,0,0.0884,0,0.0,1.62
Guwahati-Jalukbari-Khanapara Urban,17.8,168.7,3.8,9.5,12.2,51.4,118.7,0.402,2,5,0.0297,0,0.1743,0,0.0,1.24
NH-10 (Siliguri-Gangtok),12.7,209.6,3.2,4.3,6.6,36.5,321.1,0.71,4,5,0.0224,0,0.0754,0,0.0,1.12
NH-37 (Silchar-Imphal),5.1,102.6,8.7,10.4,19.6,29.1,132.3,0.08,5,3,0.0294,0,0.4733,1,45.5,2.17
NH-27 (East-West Corridor),14.6,52.4,2.4,5.2,9.8,43.8,628.2,0.473,6,2,0.0349,0,0.4069,0,0.0,1.93
NH-27 (East-West Corridor),2.8,131.9,2.8,6.9,12.3,39.8,21.9,0.31,2,2,0.0208,0,0.4086,0,0.0,1.9
NH-10 (Siliguri-Gangtok),14.3,140.3,13.5,118.7,274.3,27.3,311.2,0.394,0,3,0.3612,0,0.5702,0,0.0,2.66
NH-15 (North Bank Brahmaputra),16.5,74.5,53.8,362.9,750.0,26.9,165.0,0.594,3,4,0.4371,0,0.9483,1,145.0,3.73
NH-27 (East-West Corridor),7.5,178.1,2.0,5.5,8.3,30.8,156.4,0.513,3,1,0.0227,0,0.1636,1,31.5,2.05
NH-06 (Guwahati-Shillong),11.7,217.4,2.7,7.8,9.3,17.9,382.4,0.497,2,4,0.0191,0,0.0662,0,0.0,1.26
Guwahati-Jalukbari-Khanapara Urban,8.3,210.5,5.0,9.5,17.5,52.7,687.5,0.764,5,1,0.0292,0,0.0512,0,0.0,1.71
NH-37 (Silchar-Imphal),8.4,79.5,4.3,5.0,6.8,22.3,348.8,0.548,3,4,0.0189,0,0.4081,0,0.0,1.6
NH-10 (Siliguri-Gangtok),6.3,198.2,3.7,5.6,10.0,22.8,691.5,0.875,1,3,0.0142,0,0.044,0,0.0,1.37
NH-06 (Guwahati-Shillong),14.0,168.3,5.8,8.5,15.7,40.9,127.6,0.678,2,5,0.0208,0,0.168,0,0.0,1.21
NH-27 (East-West Corridor),16.9,124.4,19.3,155.0,543.4,44.0,276.5,0.376,1,4,0.4307,0,0.7584,1,98.6,3.52
NH-27 (East-West Corridor),17.0,139.6,0.0,0.0,0.0,44.5,229.6,0.88,6,3,0.0321,0,0.1809,1,18.3,1.69
NH-06 (Guwahati-Shillong),4.0,193.7,0.0,0.0,0.1,30.0,24.1,0.6,3,2,0.0192,0,0.2344,0,0.0,1.72
NH-27 (East-West Corridor),15.9,129.0,1.6,2.0,3.2,49.9,304.8,0.88,5,3,0.031,0,0.1855,0,0.0,1.55
Guwahati-Jalukbari-Khanapara Urban,13.5,110.3,7.4,86.9,339.4,36.8,399.2,0.502,5,1,0.4981,1,0.5226,1,31.4,3.45
NH-27 (East-West Corridor),5.3,131.3,39.7,221.4,666.6,32.5,333.7,0.599,6,5,0.389,0,0.7017,0,0.0,2.55
NH-37 (Silchar-Imphal),2.1,146.3,29.3,215.1,446.1,47.4,486.5,0.628,5,2,0.4296,0,0.5935,1,92.0,3.66
Guwahati-Jalukbari-Khanapara Urban,5.6,78.1,5.8,58.2,172.5,24.7,316.5,0.52,1,4,0.1906,0,0.5674,1,57.4,2.56
NH-10 (Siliguri-Gangtok),16.5,202.7,0.9,2.0,3.9,49.4,44.2,0.779,1,2,0.0237,0,0.2188,1,19.7,1.87
Guwahati-Jalukbari-Khanapara Urban,11.8,163.0,3.9,11.1,13.8,36.6,63.3,0.88,2,2,0.0205,0,0.2493,1,26.7,1.94
NH-10 (Siliguri-Gangtok),13.3,155.8,26.7,212.9,565.8,51.0,337.6,0.137,4,2,0.5081,1,0.6387,0,0.0,3.2
NH-10 (Siliguri-Gangtok),5.4,62.4,1.4,2.0,2.6,23.1,132.5,0.697,3,4,0.0168,0,0.6466,0,0.0,1.83
Guwahati-Jalukbari-Khanapara Urban,13.2,150.7,16.0,121.3,318.1,52.4,49.0,0.389,5,3,0.4981,1,0.7733,0,0.0,3.16
NH-37 (Silchar-Imphal),1.5,66.2,15.1,128.7,369.4,42.5,216.5,0.083,2,1,0.4087,1,0.9355,1,103.3,4.1
NH-27 (East-West Corridor),7.4,58.8,19.4,139.7,372.5,39.7,302.9,0.643,1,2,0.3411,0,0.9307,1,111.1,3.8
NH-15 (North Bank Brahmaputra),11.7,137.3,0.8,1.9,2.8,31.9,159.5,0.643,4,3,0.0235,0,0.2279,0,0.0,1.58
Guwahati-Jalukbari-Khanapara Urban,3.5,115.5,13.1,109.4,302.0,53.3,466.1,0.672,0,2,0.3149,1,0.615,1,84.7,3.39
NH-10 (Siliguri-Gangtok),15.0,148.0,0.6,1.5,1.9,32.8,381.3,0.617,3,4,0.0236,0,0.1024,0,0.0,1.3
Guwahati-Jalukbari-Khanapara Urban,5.0,60.6,0.3,0.5,1.0,34.9,161.6,0.708,3,3,0.0182,0,0.6401,0,0.0,1.97
NH-10 (Siliguri-Gangtok),12.1,120.4,0.7,1.7,2.8,46.3,512.1,0.441,2,2,0.0233,0,0.1568,0,0.0,1.66
NH-10 (Siliguri-Gangtok),7.9,75.6,52.3,334.6,750.0,26.4,386.1,0.597,4,1,0.417,0,0.9146,1,146.0,4.1
NH-06 (Guwahati-Shillong),11.1,217.7,2.0,6.0,7.0,26.7,375.1,0.676,6,1,0.0279,0,0.0786,0,0.0,1.74
NH-15 (North Bank Brahmaputra),2.8,143.2,6.2,10.3,18.5,46.0,302.2,0.794,2,4,0.017,0,0.1434,0,0.0,1.33
NH-37 (Silchar-Imphal),1.3,165.3,2.3,6.9,8.9,20.1,24.0,0.558,4,4,0.0192,0,0.2514,0,0.0,1.44
NH-15 (North Bank Brahmaputra),16.5,101.9,13.8,67.2,186.7,47.9,437.3,0.512,2,4,0.3474,0,0.4668,1,56.8,2.8
NH-37 (Silchar-Imphal),5.6,61.6,36.0,267.4,557.8,40.0,185.1,0.54,5,4,0.414,1,0.9549,1,135.6,3.68
NH-15 (North Bank Brahmaputra),14.9,215.8,35.4,193.9,495.5,36.6,1020.3,0.335,1,2,0.4219,1,0.3221,1,78.0,3.28
NH-10 (Siliguri-Gangtok),18.0,95.1,1.1,2.8,4.9,24.2,616.3,0.689,2,5,0.0235,0,0.2087,0,0.0,1.26
NH-10 (Siliguri-Gangtok),4.6,119.2,0.8,2.0,3.4,46.5,330.1,0.288,4,1,0.0269,0,0.2335,0,0.0,1.89
NH-27 (East-West Corridor),5.5,158.7,25.5,120.5,333.2,47.2,121.7,0.62,3,4,0.3652,0,0.7037,0,0.0,2.65
NH-10 (Siliguri-Gangtok),12.3,49.3,4.7,5.6,10.6,34.3,99.7,0.565,0,1,0.0191,0,0.7498,1,73.6,2.94
NH-10 (Siliguri-Gangtok),17.4,186.8,29.7,247.9,606.8,30.6,165.6,0.271,3,2,0.5098,0,0.6955,1,101.1,3.94
NH-15 (North Bank Brahmaputra),16.6,138.9,12.5,92.7,325.5,24.8,246.6,0.281,2,3,0.447,0,0.4903,1,56.6,3.19
NH-37 (Silchar-Imphal),9.5,93.7,3.1,3.3,5.4,45.2,142.9,0.396,4,1,0.0282,0,0.5407,1,59.6,2.64
NH-10 (Siliguri-Gangtok),14.5,55.8,0.7,1.0,1.6,40.6,273.2,0.488,1,3,0.0214,0,0.5641,1,53.7,2.31
NH-27 (East-West Corridor),3.3,73.4,41.3,190.6,443.0,23.3,83.3,0.816,3,3,0.3348,0,0.9648,1,124.9,3.67
NH-06 (Guwahati-Shillong),17.6,201.6,3.3,8.1,15.5,46.8,1351.3,0.53,4,3,0.037,1,0.0306,0,0.0,1.41
NH-06 (Guwahati-Shillong),17.4,165.1,1.5,2.1,2.7,50.3,60.0,0.648,1,4,0.0239,0,0.2249,1,21.4,1.59
NH-15 (North Bank Brahmaputra),3.8,88.7,28.1,158.5,570.6,17.4,960.6,0.778,1,1,0.3117,0,0.774,1,109.9,3.73
NH-27 (East-West Corridor),6.1,56.5,4.9,11.3,22.4,45.9,877.0,0.743,6,1,0.0283,0,0.3577,0,0.0,2.02
NH-15 (North Bank Brahmaputra),2.7,165.9,25.7,192.0,479.0,49.1,280.8,0.549,3,4,0.3671,0,0.6191,1,75.3,3.14
NH-10 (Siliguri-Gangtok),5.6,145.2,1.4,3.1,6.0,54.7,471.7,0.423,2,3,0.0202,0,0.0984,0,0.0,1.44
NH-27 (East-West Corridor),14.9,115.8,22.2,166.6,434.7,24.5,220.5,0.64,6,3,0.4692,0,0.837,1,115.4,3.84
NH-06 (Guwahati-Shillong),7.4,108.6,0.7,1.5,1.8,29.8,368.0,0.427,2,5,0.0168,0,0.2255,0,0.0,1.26
NH-15 (North Bank Brahmaputra),2.5,82.9,3.2,8.2,11.5,53.6,165.7,0.877,1,3,0.0157,0,0.5633,0,0.0,1.89
NH-37 (Silchar-Imphal),6.8,162.2,44.2,245.2,591.3,18.8,145.4,0.706,1,2,0.3159,1,0.7458,1,95.8,3.56
NH-10 (Siliguri-Gangtok),17.7,214.9,36.6,284.3,627.9,35.9,322.2,0.588,3,4,0.4675,1,0.5331,0,0.0,2.71
NH-10 (Siliguri-Gangtok),11.7,75.8,0.2,0.4,0.5,35.3,261.3,0.642,3,4,0.0204,0,0.4849,1,52.7,2.07
NH-15 (North Bank Brahmaputra),8.1,149.5,1.3,3.5,4.8,39.3,323.2,0.582,2,3,0.0187,0,0.1222,0,0.0,1.46
NH-15 (North Bank Brahmaputra),3.8,119.2,45.3,292.5,750.0,28.2,138.2,0.484,4,4,0.3787,0,0.8671,1,145.5,3.52
Guwahati-Jalukbari-Khanapara Urban,17.8,123.2,2.1,2.7,3.1,52.0,180.0,0.64,4,3,0.0349,0,0.2871,1,30.7,1.89
NH-10 (Siliguri-Gangtok),15.0,89.5,29.0,176.0,452.2,25.8,50.7,0.506,2,3,0.4093,0,0.9573,1,125.1,3.82
Guwahati-Jalukbari-Khanapara Urban,5.8,189.4,47.9,357.3,750.0,41.0,38.8,0.88,4,1,0.399,1,0.8111,0,0.0,3.28
Guwahati-Jalukbari-Khanapara Urban,2.2,129.9,38.1,217.0,702.3,34.8,122.3,0.425,3,2,0.3863,0,0.855,1,124.7,3.82
NH-37 (Silchar-Imphal),2.0,140.1,4.7,8.6,10.2,25.7,47.0,0.642,3,3,0.0184,0,0.3221,0,0.0,1.66
Guwahati-Jalukbari-Khanapara Urban,3.0,98.3,0.3,0.8,1.2,22.6,58.3,0.409,3,3,0.0189,0,0.5621,0,0.0,1.9
Guwahati-Jalukbari-Khanapara Urban,10.9,76.8,10.9,89.5,318.9,53.3,606.7,0.407,2,4,0.3869,0,0.6478,1,78.2,3.23
Guwahati-Jalukbari-Khanapara Urban,16.8,60.0,1.8,3.1,4.7,37.5,33.9,0.229,1,1,0.0293,0,0.7837,0,0.0,2.44
Guwahati-Jalukbari-Khanapara Urban,9.4,170.0,2.8,8.2,13.6,39.2,396.5,0.624,0,1,0.018,0,0.0931,0,0.0,1.73
Guwahati-Jalukbari-Khanapara Urban,15.3,79.3,0.3,0.7,1.3,46.3,131.4,0.454,4,1,0.034,0,0.6283,1,54.9,2.71
NH-27 (East-West Corridor),8.6,165.8,5.7,15.6,24.8,18.2,738.3,0.745,4,4,0.0217,0,0.0504,1,5.0,1.29
Guwahati-Jalukbari-Khanapara Urban,13.0,113.3,1.9,5.1,7.3,43.6,252.3,0.624,4,3,0.0266,0,0.2905,1,10.2,1.72
NH-15 (North Bank Brahmaputra),13.4,117.8,3.8,8.7,10.5,21.6,147.6,0.577,2,3,0.0213,0,0.341,1,57.1,2.11
NH-27 (East-West Corridor),4.0,127.1,17.5,98.4,315.8,44.6,275.2,0.296,4,2,0.4308,1,0.6276,1,95.9,3.69
NH-27 (East-West Corridor),7.1,109.3,2.7,4.2,6.3,20.7,188.4,0.655,2,3,0.0168,0,0.3544,0,0.0,1.69
NH-27 (East-West Corridor),11.8,62.6,3.0,6.9,13.3,48.3,310.8,0.431,4,4,0.0269,0,0.5144,0,0.0,1.72
NH-15 (North Bank Brahmaputra),2.2,99.2,1.0,2.2,2.8,42.2,62.6,0.292,3,4,0.0202,0,0.5483,1,70.9,2.27
NH-10 (Siliguri-Gangtok),7.1,161.2,7.8,75.0,237.9,30.4,2052.1,0.627,3,3,0.3364,1,0.0826,0,0.0,2.12
NH-27 (East-West Corridor),10.1,161.5,2.1,2.9,5.0,29.4,214.0,0.324,3,1,0.025,0,0.1534,1,5.0,1.84
NH-10 (Siliguri-Gangtok),17.9,95.1,56.1,320.3,748.3,21.0,169.8,0.174,3,4,0.4935,0,0.9181,0,0.0,3.14
NH-27 (East-West Corridor),9.1,125.5,14.0,105.5,379.5,51.2,453.5,0.783,2,3,0.3587,1,0.5277,1,74.6,3.17
NH-27 (East-West Corridor),14.9,78.9,0.1,0.2,0.2,19.7,178.3,0.449,3,5,0.0223,0,0.5205,0,0.0,1.56
NH-27 (East-West Corridor),8.3,81.8,0.4,1.2,1.4,33.9,647.0,0.236,4,3,0.0248,0,0.2812,0,0.0,1.63
NH-37 (Silchar-Imphal),14.5,49.0,2.2,6.3,8.8,24.5,232.0,0.377,2,2,0.025,0,0.6231,0,0.0,2.12
NH-10 (Siliguri-Gangtok),11.1,201.9,9.7,65.0,223.0,54.9,465.0,0.42,4,2,0.4064,0,0.1354,0,0.0,2.48
NH-10 (Siliguri-Gangtok),16.1,81.9,24.9,144.1,442.4,38.4,59.8,0.756,3,3,0.4404,0,0.9592,1,150.3,3.89
NH-37 (Silchar-Imphal),8.0,84.8,11.9,63.4,228.2,21.0,675.1,0.251,1,3,0.2934,1,0.4431,0,0.0,2.38
Guwahati-Jalukbari-Khanapara Urban,11.3,93.9,2.0,3.5,6.1,41.7,485.8,0.309,1,4,0.0194,0,0.27,0,0.0,1.46
NH-27 (East-West Corridor),11.7,67.3,43.4,289.1,750.0,54.7,103.3,0.726,5,2,0.4705,1,0.969,1,153.8,4.12
NH-06 (Guwahati-Shillong),8.1,156.9,4.4,12.4,14.9,39.2,74.9,0.469,1,2,0.0199,0,0.2555,0,0.0,1.75
NH-10 (Siliguri-Gangtok),3.5,58.2,0.6,0.9,1.7,33.3,153.1,0.591,3,2,0.0195,0,0.6665,1,69.6,2.67
NH-10 (Siliguri-Gangtok),2.6,68.5,8.8,82.1,233.0,26.7,1326.4,0.462,3,5,0.3173,0,0.4698,1,78.5,2.75
NH-06 (Guwahati-Shillong),1.3,157.8,24.5,155.6,437.2,18.7,123.9,0.88,0,2,0.2703,0,0.7546,1,106.5,3.47
NH-06 (Guwahati-Shillong),15.9,104.4,1.1,1.8,3.2,24.1,233.2,0.318,1,3,0.0229,0,0.3486,0,0.0,1.7
NH-15 (North Bank Brahmaputra),5.0,168.9,1.6,4.3,8.5,37.1,30.7,0.601,2,3,0.0178,0,0.2519,0,0.0,1.59
NH-06 (Guwahati-Shillong),4.6,142.5,2.5,5.7,10.8,45.2,197.2,0.821,1,3,0.0155,0,0.1937,0,0.0,1.53
NH-37 (Silchar-Imphal),13.5,89.8,0.1,0.2,0.2,50.1,316.5,0.483,0,4,0.0182,0,0.3771,1,41.5,1.87
NH-27 (East-West Corridor),6.4,158.9,0.7,1.5,2.7,46.7,1091.1,0.414,1,1,0.0196,0,0.0475,0,0.0,1.69
NH-27 (East-West Corridor),9.6,65.3,25.3,116.1,396.8,20.0,274.5,0.688,1,1,0.3414,0,0.9231,1,118.8,3.94
NH-06 (Guwahati-Shillong),3.8,138.9,69.6,354.0,750.0,45.9,618.4,0.731,3,2,0.3749,1,0.5774,0,0.0,2.85
Guwahati-Jalukbari-Khanapara Urban,17.3,121.5,41.7,226.7,747.5,38.3,297.3,0.406,1,3,0.4417,1,0.7908,1,110.6,3.73
NH-27 (East-West Corridor),15.5,91.9,23.3,98.4,289.7,33.8,34.6,0.813,4,3,0.4409,0,0.9278,1,112.7,3.86
Guwahati-Jalukbari-Khanapara Urban,15.7,150.7,0.5,1.4,1.7,37.9,152.4,0.559,6,3,0.0325,0,0.1923,1,18.2,1.7
NH-27 (East-West Corridor),7.9,197.5,14.8,121.5,246.6,15.3,319.9,0.642,3,4,0.34,0,0.4196,0,0.0,2.31
NH-15 (North Bank Brahmaputra),14.0,219.8,25.0,156.6,375.6,17.7,1072.7,0.818,3,4,0.3755,0,0.2695,1,60.8,2.7
Guwahati-Jalukbari-Khanapara Urban,3.4,151.4,1.2,3.0,5.9,36.0,706.0,0.688,3,4,0.0176,0,0.0592,0,0.0,1.25
NH-37 (Silchar-Imphal),1.1,115.8,38.8,238.3,575.9,21.9,110.7,0.55,3,4,0.3395,0,0.8884,1,137.0,3.45
NH-27 (East-West Corridor),1.3,84.4,0.8,1.0,1.4,36.8,107.0,0.429,4,1,0.0238,0,0.6241,1,64.9,2.76
NH-27 (East-West Corridor),11.0,90.0,27.8,200.5,540.5,29.2,98.6,0.88,5,2,0.4261,1,0.9502,0,0.0,3.33
NH-10 (Siliguri-Gangtok),8.7,128.9,22.6,158.8,379.5,51.3,915.1,0.408,6,4,0.4496,1,0.5103,1,86.2,3.29
NH-27 (East-West Corridor),9.8,109.3,1.6,4.2,7.1,53.0,690.3,0.607,8,3,0.0274,0,0.1598,0,0.0,1.52
NH-10 (Siliguri-Gangtok),1.1,204.9,39.1,309.4,750.0,54.2,541.9,0.642,6,4,0.4089,1,0.4281,1,81.9,3.09
NH-15 (North Bank Brahmaputra),8.2,109.5,1.7,2.2,3.3,51.0,194.6,0.65,3,4,0.02,0,0.3462,0,0.0,1.54
NH-06 (Guwahati-Shillong),13.2,110.4,21.2,149.6,506.3,54.4,265.7,0.88,2,5,0.3621,0,0.8212,1,113.1,3.28
NH-10 (Siliguri-Gangtok),8.5,112.1,0.3,0.4,0.7,43.2,238.5,0.559,4,3,0.0231,0,0.3024,0,0.0,1.65
NH-06 (Guwahati-Shillong),13.4,191.4,1.1,1.4,1.6,53.4,122.3,0.533,2,2,0.0244,0,0.1691,0,0.0,1.67
NH-27 (East-West Corridor),5.0,158.9,1.9,3.0,4.2,40.7,266.1,0.829,2,1,0.0181,0,0.1384,0,0.0,1.78
NH-10 (Siliguri-Gangtok),14.8,152.5,20.8,90.4,327.1,47.4,30.8,0.526,3,3,0.4471,0,0.7062,0,0.0,2.98
NH-06 (Guwahati-Shillong),11.0,103.5,2.4,3.5,6.1,20.3,69.5,0.708,2,4,0.017,0,0.5028,1,52.3,2.08
NH-15 (North Bank Brahmaputra),4.6,188.1,85.0,380.0,750.0,42.3,781.9,0.585,3,2,0.3855,1,0.3876,0,0.0,2.68
NH-10 (Siliguri-Gangtok),5.0,51.7,2.1,4.1,5.4,52.2,507.6,0.716,6,2,0.0254,0,0.458,1,60.7,2.41
NH-06 (Guwahati-Shillong),11.7,197.4,48.9,318.3,750.0,36.6,212.4,0.681,2,5,0.3485,0,0.6136,1,130.6,3.05
NH-10 (Siliguri-Gangtok),15.1,134.7,57.9,245.8,530.7,22.5,274.8,0.477,3,3,0.435,1,0.7382,0,0.0,2.99
NH-15 (North Bank Brahmaputra),8.1,114.7,2.6,6.2,11.4,36.1,181.7,0.218,3,2,0.0249,0,0.3452,0,0.0,1.85
NH-06 (Guwahati-Shillong),5.4,132.0,10.1,20.5,23.1,43.3,492.5,0.249,1,2,0.023,0,0.1435,0,0.0,1.64
NH-15 (North Bank Brahmaputra),15.7,161.8,30.5,168.2,519.6,45.8,556.7,0.219,1,4,0.4275,0,0.4712,0,0.0,2.56
Guwahati-Jalukbari-Khanapara Urban,12.4,47.2,54.5,215.7,625.2,35.9,524.3,0.534,4,4,0.4251,0,0.9094,1,141.5,3.66
NH-27 (East-West Corridor),8.6,197.5,56.7,248.7,633.9,23.7,468.8,0.127,1,3,0.3621,1,0.4659,1,84.0,3.19
NH-27 (East-West Corridor),9.3,123.2,4.0,11.6,21.2,52.1,100.1,0.521,3,3,0.0247,0,0.3691,0,0.0,1.72
NH-10 (Siliguri-Gangtok),4.5,105.0,11.5,12.2,23.1,45.9,164.4,0.574,3,5,0.0201,0,0.4147,1,62.2,1.92
NH-06 (Guwahati-Shillong),11.7,69.2,27.2,139.6,372.6,25.8,242.1,0.704,4,2,0.4185,0,0.9361,1,113.1,3.97
Guwahati-Jalukbari-Khanapara Urban,7.1,121.9,1.9,3.9,7.2,47.5,160.6,0.641,3,3,0.0207,0,0.3087,0,0.0,1.65
NH-27 (East-West Corridor),17.9,131.9,0.2,0.3,0.6,28.9,512.2,0.712,2,1,0.0282,0,0.1233,0,0.0,1.78
NH-10 (Siliguri-Gangtok),9.2,115.6,2.6,3.0,4.3,27.5,159.8,0.625,2,3,0.018,0,0.3399,0,0.0,1.68
NH-27 (East-West Corridor),9.3,163.8,9.5,69.4,202.7,49.5,72.1,0.492,6,3,0.3864,1,0.4134,0,0.0,2.56
NH-15 (North Bank Brahmaputra),10.6,118.7,18.3,96.1,274.6,49.9,198.2,0.531,4,5,0.4046,1,0.697,1,92.0,3.26
Guwahati-Jalukbari-Khanapara Urban,16.6,213.2,0.3,0.7,1.5,30.9,1387.7,0.397,2,3,0.0263,0,0.0277,0,0.0,1.39
NH-27 (East-West Corridor),14.6,149.9,2.1,4.4,8.2,15.4,109.6,0.591,5,4,0.0271,0,0.2106,0,0.0,1.42
NH-15 (North Bank Brahmaputra),8.7,186.3,0.7,1.2,2.2,22.5,351.5,0.265,1,4,0.0168,0,0.0757,0,0.0,1.26
NH-15 (North Bank Brahmaputra),13.2,64.1,2.9,3.2,6.2,51.4,218.6,0.742,3,2,0.025,0,0.6044,1,71.3,2.64
NH-15 (North Bank Brahmaputra),11.0,114.5,0.5,1.3,1.9,50.9,45.8,0.378,1,5,0.0183,0,0.4495,1,37.5,1.77
NH-37 (Silchar-Imphal),9.4,103.9,22.5,145.2,412.3,33.1,254.2,0.578,3,3,0.3846,0,0.8583,1,101.7,3.67
NH-15 (North Bank Brahmaputra),4.3,144.7,0.7,0.8,1.0,27.2,443.9,0.608,2,3,0.0164,0,0.099,0,0.0,1.43
Guwahati-Jalukbari-Khanapara Urban,8.9,195.7,0.0,0.0,0.1,27.1,272.0,0.759,6,1,0.0247,0,0.104,0,0.0,1.76
NH-06 (Guwahati-Shillong),5.2,58.7,35.9,169.3,586.8,50.9,739.8,0.247,2,4,0.376,0,0.8689,1,123.9,3.51
Guwahati-Jalukbari-Khanapara Urban,16.6,57.7,0.2,0.2,0.4,28.0,139.3,0.491,1,1,0.025,0,0.6887,1,79.8,2.94
NH-10 (Siliguri-Gangtok),6.7,193.8,27.7,200.1,472.8,35.5,51.6,0.649,2,2,0.3572,0,0.7847,0,0.0,3.01
NH-06 (Guwahati-Shillong),17.2,82.2,5.2,12.5,18.3,44.2,985.2,0.865,2,1,0.0299,0,0.2558,1,29.3,2.14
NH-27 (East-West Corridor),10.1,162.0,7.0,7.9,12.5,23.4,186.3,0.543,5,3,0.0259,0,0.1563,0,0.0,1.51
Guwahati-Jalukbari-Khanapara Urban,11.7,140.0,6.3,58.4,164.7,25.2,320.6,0.443,1,4,0.2067,0,0.2127,0,0.0,1.82
NH-06 (Guwahati-Shillong),10.2,190.8,12.1,80.0,248.7,29.3,569.6,0.88,2,4,0.3071,0,0.1508,0,0.0,1.97
